source,target,weight,source_label,target_label
UC-pNP6RMFuLg_-x7Ah_0kEA,UCxff05WuyvwELNITi7bj7UA,1,@almacatalan2717,@markoherrera
UC-pNP6RMFuLg_-x7Ah_0kEA,UCySYJU5kUh7X8gVt9la2ISA,1,@almacatalan2717,@dantesarti4351
UC-pNP6RMFuLg_-x7Ah_0kEA,UCylqlpsh8ENNM1LqgQ1KbxA,1,@almacatalan2717,@Jel.Awesh.M
UC-pNP6RMFuLg_-x7Ah_0kEA,UCz3gu01bmjNv0DpRq-K3XYg,1,@almacatalan2717,@eusebiovasquez4385
UC-pNP6RMFuLg_-x7Ah_0kEA,UCzSfZlOVxBSs5ObD25ywxDQ,1,@almacatalan2717,@GilmarMaldonado-q9m
UC-pNP6RMFuLg_-x7Ah_0kEA,UCzoL2l5H5eVlorWGH8AZfAg,1,@almacatalan2717,@jor77cas
UC094EFEmMSdwVa8NQjjYBXg,UC3iIU62XKUOWuqL8BqBzj9A,1,@CelestinoQuej-j7k,@antonioduarte2288
UC094EFEmMSdwVa8NQjjYBXg,UC5PrBbmUlQolwqmiru7yZhw,1,@CelestinoQuej-j7k,@lazarochavez8269
UC094EFEmMSdwVa8NQjjYBXg,UC9Wp6vL5oCU37qC3Aj94WZA,1,@CelestinoQuej-j7k,@ManuelSanchez-b8q2z
UC094EFEmMSdwVa8NQjjYBXg,UCGm3gRBEHGRJYmtCryZLtDw,1,@CelestinoQuej-j7k,@JoséLopez-g6k
UC094EFEmMSdwVa8NQjjYBXg,UCHu8x4MVkayU6VgwVKd--MQ,1,@CelestinoQuej-j7k,@Hernandez-i1o
UC094EFEmMSdwVa8NQjjYBXg,UCsUCN0Yq_UyTvKjOJLmNrnQ,1,@CelestinoQuej-j7k,@moisesvaldez4043
UC0HvfEWozTHbwl_iEmJNvVA,UC14qlobYKqD-DO0j6b75lcA,1,@OttoPalencia-b7r,@megavision4488
UC0HvfEWozTHbwl_iEmJNvVA,UC1NiEdJ7gk6FlDexIalWnGg,1,@OttoPalencia-b7r,@BorisTebalán
UC0HvfEWozTHbwl_iEmJNvVA,UC3YpzAr7pcdKC7BVFEpYzog,1,@OttoPalencia-b7r,@carmenfigueroa1232
UC0HvfEWozTHbwl_iEmJNvVA,UC63tFvbQ_hJhGDi2nbjssjw,1,@OttoPalencia-b7r,@AbigailRodas-w2r
UC0HvfEWozTHbwl_iEmJNvVA,UCEHXl4VvvVpq-_4xC5tsbhg,1,@OttoPalencia-b7r,@anibalg47
UC0HvfEWozTHbwl_iEmJNvVA,UCFybmWapGvBKcQod7cPPH9w,1,@OttoPalencia-b7r,@vitalianochavez8382
UC0HvfEWozTHbwl_iEmJNvVA,UCRfkkatKrNtAARnXMMYBGlA,1,@OttoPalencia-b7r,@BernerSoza-mg3vx
UC0HvfEWozTHbwl_iEmJNvVA,UCV3fr-YOixFKCZBbJP1-X4w,1,@OttoPalencia-b7r,@albertoshernandez5251
UC0HvfEWozTHbwl_iEmJNvVA,UCWaRixDdpgllTBf4V0jPnKQ,1,@OttoPalencia-b7r,@hectormaaz5523
UC0HvfEWozTHbwl_iEmJNvVA,UCWvntqPQx99k_Z_skWKqNSA,1,@OttoPalencia-b7r,@AntonioChiyal-x5s
UC0HvfEWozTHbwl_iEmJNvVA,UCZFQwqh90apuL8eFhvRBkUg,1,@OttoPalencia-b7r,@luisricardo9671
UC0HvfEWozTHbwl_iEmJNvVA,UCa36MjQLoPAmgJo-R3G8WQA,1,@OttoPalencia-b7r,@elsasalguero6914
UC0HvfEWozTHbwl_iEmJNvVA,UCaT4saRcyqCLE657Rq2hhZQ,1,@OttoPalencia-b7r,@elmilenial4064
UC0HvfEWozTHbwl_iEmJNvVA,UCeQk-WfEA-cJRq4EKeE7TOw,1,@OttoPalencia-b7r,@franciscojuarez9223
UC0HvfEWozTHbwl_iEmJNvVA,UCfo_yUPzy1f1POwwZxhZ06Q,1,@OttoPalencia-b7r,@lara11roberto
UC0HvfEWozTHbwl_iEmJNvVA,UCgGqw4aqMdMVSGkKiMgrJRQ,1,@OttoPalencia-b7r,@pattyfigueroa5609
UC0HvfEWozTHbwl_iEmJNvVA,UCheEJ5GZuIvV0fj-nXyVwXw,1,@OttoPalencia-b7r,@rosaoliva9389
UC0HvfEWozTHbwl_iEmJNvVA,UChyps3dqY-VY1_wLeq-2lhw,1,@OttoPalencia-b7r,@maydamorales4395
UC0HvfEWozTHbwl_iEmJNvVA,UCiOZX__1gahg1ypIj0_XG_w,1,@OttoPalencia-b7r,@mariogonzalezorellana8956
UC0HvfEWozTHbwl_iEmJNvVA,UCjZgFEowMBrsjodqfovzdKw,1,@OttoPalencia-b7r,@franciscoflores3120
UC0HvfEWozTHbwl_iEmJNvVA,UCoGdCoJg2Lh0OX_jv6cG16g,1,@OttoPalencia-b7r,@Israel-u5i7i
UC0HvfEWozTHbwl_iEmJNvVA,UCp29O_C7cchZV8IxV7Crdag,1,@OttoPalencia-b7r,@robertoescobar5507
UC0HvfEWozTHbwl_iEmJNvVA,UCql1n3Ey6ULMSOACjMe-fxQ,1,@OttoPalencia-b7r,@RolandoGonzalez-o7g
UC0HvfEWozTHbwl_iEmJNvVA,UCtCtts20bW6F9CSohau51Iw,1,@OttoPalencia-b7r,@carlosgranados9875
UC0HvfEWozTHbwl_iEmJNvVA,UCtsxPYw8VUsH_FfnKg-0lmw,1,@OttoPalencia-b7r,@AlejandroPérez-b6r
UC0HvfEWozTHbwl_iEmJNvVA,UCvDwJBBY1mHK70aTEYl6rsA,1,@OttoPalencia-b7r,@cristianescobedo8296
UC0HvfEWozTHbwl_iEmJNvVA,UCwxoKK59nGCeBqB2sXfDBIw,1,@OttoPalencia-b7r,@vic-bonivideos
UC0HvfEWozTHbwl_iEmJNvVA,UCyJhqmMbsvjpoarBBStA2kg,1,@OttoPalencia-b7r,@Murmullodelbarrio
UC0HvfEWozTHbwl_iEmJNvVA,UCzZ6dDCEsLMXbc5pCFXIprw,1,@OttoPalencia-b7r,@josegil3813
UC0RpuMwkDKJYqgKHtsJRuWQ,UC0aEyakBPqcBkVJiErfSupQ,1,@sabinamarinaguerra3248,@jhonymanuel9891
UC0RpuMwkDKJYqgKHtsJRuWQ,UC5PyGvSfFM--OVKmQ3COu6g,1,@sabinamarinaguerra3248,@FreddyGmez
UC0RpuMwkDKJYqgKHtsJRuWQ,UC5fvhAfm89JH8eDFdvc0xYw,1,@sabinamarinaguerra3248,@isaidiaz2388
UC0RpuMwkDKJYqgKHtsJRuWQ,UCFOxCyF926Y9eHhMeVoWLzw,1,@sabinamarinaguerra3248,@arielsarc09
UC0RpuMwkDKJYqgKHtsJRuWQ,UCGqKxQS-z3NZzZF-2w338AA,1,@sabinamarinaguerra3248,@samuelaguilar529
UC0RpuMwkDKJYqgKHtsJRuWQ,UCHMQ_lDhibZ-XZ_3fo6oxwg,1,@sabinamarinaguerra3248,@crislexrubi4387
UC0RpuMwkDKJYqgKHtsJRuWQ,UCIUhbSCy3-SGRe5UtqM4fzQ,1,@sabinamarinaguerra3248,@jeanmorales1677
UC0RpuMwkDKJYqgKHtsJRuWQ,UCIp19h9igblA2YKfSLPDAug,1,@sabinamarinaguerra3248,@JoseReyes-rn6sh
UC0RpuMwkDKJYqgKHtsJRuWQ,UCRcSR3Lvn9DZAmJpVPANfZQ,1,@sabinamarinaguerra3248,@WalksandSuch
UC0RpuMwkDKJYqgKHtsJRuWQ,UCRznz9-N3Qc1w-qNdLSIY2Q,1,@sabinamarinaguerra3248,@jimmygomez724
UC0RpuMwkDKJYqgKHtsJRuWQ,UCSTAUWVc1_82DHYeqOsqEFA,1,@sabinamarinaguerra3248,@TheAlexX_C
UC0RpuMwkDKJYqgKHtsJRuWQ,UCXmrpc6Li0spcKxtS0Q_ptg,1,@sabinamarinaguerra3248,@melvinperez6710
UC0RpuMwkDKJYqgKHtsJRuWQ,UCY7Hq7F9Lnucf-Yr6JkHZNw,1,@sabinamarinaguerra3248,@maynorcalel1442
UC0RpuMwkDKJYqgKHtsJRuWQ,UC_ljZ1hZXR9pzexFz87P5ZA,1,@sabinamarinaguerra3248,@ChRiStOpHeR7969
UC0RpuMwkDKJYqgKHtsJRuWQ,UCaT6M2zp7X6r6Whd8Vv3kHQ,1,@sabinamarinaguerra3248,@alexarcos8349
UC0RpuMwkDKJYqgKHtsJRuWQ,UCgLrWFdYitoP-b7-PxtUr-w,1,@sabinamarinaguerra3248,@zetag
UC0RpuMwkDKJYqgKHtsJRuWQ,UCgLurCo-e019HGODcjXHWCw,1,@sabinamarinaguerra3248,@perritojuega1
UC0RpuMwkDKJYqgKHtsJRuWQ,UCi-vPdnpQreC7BkFs40mJGA,1,@sabinamarinaguerra3248,@bryansicasales4280
UC0RpuMwkDKJYqgKHtsJRuWQ,UCqilIa8r7iek5sGYg_q6ofA,1,@sabinamarinaguerra3248,@rolandojuchuna484
UC0RpuMwkDKJYqgKHtsJRuWQ,UCs_5qeqdku9tGAq22y3OcuQ,1,@sabinamarinaguerra3248,@alexandrevasquez4135
UC0RpuMwkDKJYqgKHtsJRuWQ,UCtMBF_1O2jY2INlb_luuB_A,1,@sabinamarinaguerra3248,@mynorgudiel8646
UC0RpuMwkDKJYqgKHtsJRuWQ,UCwUAv3_LpWVtTIi7lkmTL7A,1,@sabinamarinaguerra3248,@kingr4706
UC0RpuMwkDKJYqgKHtsJRuWQ,UCxKR3RA8T-kxMgq_2WWhRcQ,1,@sabinamarinaguerra3248,@elenaluarca9377
UC0RpuMwkDKJYqgKHtsJRuWQ,UCyzf29IYjNw67gGIfsjgtxA,1,@sabinamarinaguerra3248,@carlosoliva9249
UC0aEyakBPqcBkVJiErfSupQ,UC5PyGvSfFM--OVKmQ3COu6g,1,@jhonymanuel9891,@FreddyGmez
UC0aEyakBPqcBkVJiErfSupQ,UC5fvhAfm89JH8eDFdvc0xYw,1,@jhonymanuel9891,@isaidiaz2388
UC0aEyakBPqcBkVJiErfSupQ,UCFOxCyF926Y9eHhMeVoWLzw,1,@jhonymanuel9891,@arielsarc09
UC0aEyakBPqcBkVJiErfSupQ,UCGqKxQS-z3NZzZF-2w338AA,1,@jhonymanuel9891,@samuelaguilar529
UC0aEyakBPqcBkVJiErfSupQ,UCHMQ_lDhibZ-XZ_3fo6oxwg,1,@jhonymanuel9891,@crislexrubi4387
UC0aEyakBPqcBkVJiErfSupQ,UCIUhbSCy3-SGRe5UtqM4fzQ,1,@jhonymanuel9891,@jeanmorales1677
UC0aEyakBPqcBkVJiErfSupQ,UCIp19h9igblA2YKfSLPDAug,1,@jhonymanuel9891,@JoseReyes-rn6sh
UC0aEyakBPqcBkVJiErfSupQ,UCRcSR3Lvn9DZAmJpVPANfZQ,1,@jhonymanuel9891,@WalksandSuch
UC0aEyakBPqcBkVJiErfSupQ,UCRznz9-N3Qc1w-qNdLSIY2Q,1,@jhonymanuel9891,@jimmygomez724
UC0aEyakBPqcBkVJiErfSupQ,UCSTAUWVc1_82DHYeqOsqEFA,1,@jhonymanuel9891,@TheAlexX_C
UC0aEyakBPqcBkVJiErfSupQ,UCXmrpc6Li0spcKxtS0Q_ptg,1,@jhonymanuel9891,@melvinperez6710
UC0aEyakBPqcBkVJiErfSupQ,UCY7Hq7F9Lnucf-Yr6JkHZNw,1,@jhonymanuel9891,@maynorcalel1442
UC0aEyakBPqcBkVJiErfSupQ,UC_ljZ1hZXR9pzexFz87P5ZA,1,@jhonymanuel9891,@ChRiStOpHeR7969
UC0aEyakBPqcBkVJiErfSupQ,UCaT6M2zp7X6r6Whd8Vv3kHQ,1,@jhonymanuel9891,@alexarcos8349
UC0aEyakBPqcBkVJiErfSupQ,UCgLrWFdYitoP-b7-PxtUr-w,1,@jhonymanuel9891,@zetag
UC0aEyakBPqcBkVJiErfSupQ,UCgLurCo-e019HGODcjXHWCw,1,@jhonymanuel9891,@perritojuega1
UC0aEyakBPqcBkVJiErfSupQ,UCi-vPdnpQreC7BkFs40mJGA,1,@jhonymanuel9891,@bryansicasales4280
UC0aEyakBPqcBkVJiErfSupQ,UCqilIa8r7iek5sGYg_q6ofA,1,@jhonymanuel9891,@rolandojuchuna484
UC0aEyakBPqcBkVJiErfSupQ,UCs_5qeqdku9tGAq22y3OcuQ,1,@jhonymanuel9891,@alexandrevasquez4135
UC0aEyakBPqcBkVJiErfSupQ,UCtMBF_1O2jY2INlb_luuB_A,1,@jhonymanuel9891,@mynorgudiel8646
UC0aEyakBPqcBkVJiErfSupQ,UCwUAv3_LpWVtTIi7lkmTL7A,1,@jhonymanuel9891,@kingr4706
UC0aEyakBPqcBkVJiErfSupQ,UCxKR3RA8T-kxMgq_2WWhRcQ,1,@jhonymanuel9891,@elenaluarca9377
UC0aEyakBPqcBkVJiErfSupQ,UCyzf29IYjNw67gGIfsjgtxA,1,@jhonymanuel9891,@carlosoliva9249
UC14qlobYKqD-DO0j6b75lcA,UC1NiEdJ7gk6FlDexIalWnGg,1,@megavision4488,@BorisTebalán
UC14qlobYKqD-DO0j6b75lcA,UC3YpzAr7pcdKC7BVFEpYzog,1,@megavision4488,@carmenfigueroa1232
UC14qlobYKqD-DO0j6b75lcA,UC63tFvbQ_hJhGDi2nbjssjw,1,@megavision4488,@AbigailRodas-w2r
UC14qlobYKqD-DO0j6b75lcA,UCEHXl4VvvVpq-_4xC5tsbhg,1,@megavision4488,@anibalg47
UC14qlobYKqD-DO0j6b75lcA,UCFybmWapGvBKcQod7cPPH9w,1,@megavision4488,@vitalianochavez8382
UC14qlobYKqD-DO0j6b75lcA,UCRfkkatKrNtAARnXMMYBGlA,1,@megavision4488,@BernerSoza-mg3vx
UC14qlobYKqD-DO0j6b75lcA,UCV3fr-YOixFKCZBbJP1-X4w,1,@megavision4488,@albertoshernandez5251
UC14qlobYKqD-DO0j6b75lcA,UCWaRixDdpgllTBf4V0jPnKQ,1,@megavision4488,@hectormaaz5523
UC14qlobYKqD-DO0j6b75lcA,UCWvntqPQx99k_Z_skWKqNSA,1,@megavision4488,@AntonioChiyal-x5s
UC14qlobYKqD-DO0j6b75lcA,UCZFQwqh90apuL8eFhvRBkUg,1,@megavision4488,@luisricardo9671
UC14qlobYKqD-DO0j6b75lcA,UCa36MjQLoPAmgJo-R3G8WQA,1,@megavision4488,@elsasalguero6914
UC14qlobYKqD-DO0j6b75lcA,UCaT4saRcyqCLE657Rq2hhZQ,1,@megavision4488,@elmilenial4064
UC14qlobYKqD-DO0j6b75lcA,UCeQk-WfEA-cJRq4EKeE7TOw,1,@megavision4488,@franciscojuarez9223
UC14qlobYKqD-DO0j6b75lcA,UCfo_yUPzy1f1POwwZxhZ06Q,1,@megavision4488,@lara11roberto
UC14qlobYKqD-DO0j6b75lcA,UCgGqw4aqMdMVSGkKiMgrJRQ,1,@megavision4488,@pattyfigueroa5609
UC14qlobYKqD-DO0j6b75lcA,UCheEJ5GZuIvV0fj-nXyVwXw,1,@megavision4488,@rosaoliva9389
UC14qlobYKqD-DO0j6b75lcA,UChyps3dqY-VY1_wLeq-2lhw,1,@megavision4488,@maydamorales4395
UC14qlobYKqD-DO0j6b75lcA,UCiOZX__1gahg1ypIj0_XG_w,1,@megavision4488,@mariogonzalezorellana8956
UC14qlobYKqD-DO0j6b75lcA,UCjZgFEowMBrsjodqfovzdKw,1,@megavision4488,@franciscoflores3120
UC14qlobYKqD-DO0j6b75lcA,UCoGdCoJg2Lh0OX_jv6cG16g,1,@megavision4488,@Israel-u5i7i
UC14qlobYKqD-DO0j6b75lcA,UCp29O_C7cchZV8IxV7Crdag,1,@megavision4488,@robertoescobar5507
UC14qlobYKqD-DO0j6b75lcA,UCql1n3Ey6ULMSOACjMe-fxQ,1,@megavision4488,@RolandoGonzalez-o7g
UC14qlobYKqD-DO0j6b75lcA,UCtCtts20bW6F9CSohau51Iw,1,@megavision4488,@carlosgranados9875
UC14qlobYKqD-DO0j6b75lcA,UCtsxPYw8VUsH_FfnKg-0lmw,1,@megavision4488,@AlejandroPérez-b6r
UC14qlobYKqD-DO0j6b75lcA,UCvDwJBBY1mHK70aTEYl6rsA,1,@megavision4488,@cristianescobedo8296
UC14qlobYKqD-DO0j6b75lcA,UCwxoKK59nGCeBqB2sXfDBIw,1,@megavision4488,@vic-bonivideos
UC14qlobYKqD-DO0j6b75lcA,UCyJhqmMbsvjpoarBBStA2kg,1,@megavision4488,@Murmullodelbarrio
UC14qlobYKqD-DO0j6b75lcA,UCzZ6dDCEsLMXbc5pCFXIprw,1,@megavision4488,@josegil3813
UC1DpqK6vaPEkBOMNvypsKYg,UC32oozucwCF3q8d4m8fyOUg,1,@HectorCarranza-u4j4o,@RauldejesusOlivagonzalez
UC1DpqK6vaPEkBOMNvypsKYg,UC3UVO7pTbeYvZ3ILEyRDskQ,1,@HectorCarranza-u4j4o,@rosaelenaargueta79
UC1DpqK6vaPEkBOMNvypsKYg,UC4Avya4kmR4Q0FrfFdBozSQ,1,@HectorCarranza-u4j4o,@davidlima1348
UC1DpqK6vaPEkBOMNvypsKYg,UC5hvEnRUzI4Kfvwnyi4QxqQ,1,@HectorCarranza-u4j4o,@leonelsantizo5281
UC1DpqK6vaPEkBOMNvypsKYg,UC6Uj1FT5JjDSF8vudvDxPAA,1,@HectorCarranza-u4j4o,@alfredoortega9264
UC1DpqK6vaPEkBOMNvypsKYg,UC7dadZG7kkGYnsNu6td0FbA,1,@HectorCarranza-u4j4o,@lesolorzano
UC1DpqK6vaPEkBOMNvypsKYg,UC816IGbFCZinfYS1LRDaaHg,1,@HectorCarranza-u4j4o,@ingenieroar
UC1DpqK6vaPEkBOMNvypsKYg,UC95PSMouTx2N5CbSq0hIyrQ,1,@HectorCarranza-u4j4o,@lisss1908
UC1DpqK6vaPEkBOMNvypsKYg,UCAKuKvcbfnBD3kF5njNu-IA,1,@HectorCarranza-u4j4o,@melvinlopez7096
UC1DpqK6vaPEkBOMNvypsKYg,UCCBYcToQ2dwkd6TJh0FSyDg,1,@HectorCarranza-u4j4o,@lidiarodriguez3493
UC1DpqK6vaPEkBOMNvypsKYg,UCDrmf9y9nLgFY5wnA2hTuGA,1,@HectorCarranza-u4j4o,@laboratorio5528
UC1DpqK6vaPEkBOMNvypsKYg,UCGGHbtfbbe0o68etrOf0qxw,1,@HectorCarranza-u4j4o,@karensussetteleonvargas9794
UC1DpqK6vaPEkBOMNvypsKYg,UCHbwIx9pmQuf7i-4_xO2EpA,1,@HectorCarranza-u4j4o,@caminoseternos752
UC1DpqK6vaPEkBOMNvypsKYg,UCNpt5CQlTzNjlAKY6CJtClQ,1,@HectorCarranza-u4j4o,@eustaquiogomez9975
UC1DpqK6vaPEkBOMNvypsKYg,UCOcUI5XkTYNMSFhZNMIPpGg,1,@HectorCarranza-u4j4o,@hendersonlopez3864
UC1DpqK6vaPEkBOMNvypsKYg,UCQqlPPUGqAfWjd-FSh_qn7Q,1,@HectorCarranza-u4j4o,@estuardoargueta137
UC1DpqK6vaPEkBOMNvypsKYg,UCQyOePccUP-fIJYzchAgZYw,1,@HectorCarranza-u4j4o,@aguilar4254
UC1DpqK6vaPEkBOMNvypsKYg,UCRAquv8el-tQ30bN7MlmySQ,1,@HectorCarranza-u4j4o,@iamjimalesssa
UC1DpqK6vaPEkBOMNvypsKYg,UCRvPToDkkumha7WJAfCDk1A,1,@HectorCarranza-u4j4o,@ligiaguerra3057
UC1DpqK6vaPEkBOMNvypsKYg,UCUoYsrx1oZnCZ0usbBJn4fA,1,@HectorCarranza-u4j4o,@AnaDiaz-re9sq
UC1DpqK6vaPEkBOMNvypsKYg,UCV0lM03g5fg5pbPj97-sAtA,1,@HectorCarranza-u4j4o,@genarodelgado3929
UC1DpqK6vaPEkBOMNvypsKYg,UCW-JC6lebVmf2P1dmY_L94g,1,@HectorCarranza-u4j4o,@dinoraoroxon5771
UC1DpqK6vaPEkBOMNvypsKYg,UCW80DaMjQlEUibC98Cot-Dg,1,@HectorCarranza-u4j4o,@rogeraldana4289
UC1DpqK6vaPEkBOMNvypsKYg,UCWoAVGVqCn4xtINCMOTM4jg,1,@HectorCarranza-u4j4o,@OmarMartinez-vv8re
UC1DpqK6vaPEkBOMNvypsKYg,UCZeIIQrGAedW8tCbKWmGY-A,1,@HectorCarranza-u4j4o,@mariocordon8873
UC1DpqK6vaPEkBOMNvypsKYg,UC_LYoGs5C3mbZKZuKuqYCvw,1,@HectorCarranza-u4j4o,@javiercifuentesarchila6041
UC1DpqK6vaPEkBOMNvypsKYg,UCaKAjTW9MVub_clgr4DRYjQ,1,@HectorCarranza-u4j4o,@josecastillo4390
UC1DpqK6vaPEkBOMNvypsKYg,UCdFlugHJJa4l3YqWuNRmvXw,1,@HectorCarranza-u4j4o,@MarcosCarillo-b1r
UC1DpqK6vaPEkBOMNvypsKYg,UCe8JZoYkX5oKUZyivHYdXhw,1,@HectorCarranza-u4j4o,@FernandoGarcia-jg1fj
UC1DpqK6vaPEkBOMNvypsKYg,UCeDNEtI8_a42bZ47wJiJMwQ,1,@HectorCarranza-u4j4o,@EdgarcalderonCalderong
UC1DpqK6vaPEkBOMNvypsKYg,UCgJNFj5dnxXpcMvmuhZDPxA,1,@HectorCarranza-u4j4o,@NataliaRodriguez-rx5mr
UC1DpqK6vaPEkBOMNvypsKYg,UCgQw_Sbq3ugruDUKsq1e0-A,1,@HectorCarranza-u4j4o,@marlenareano-h4t
UC1DpqK6vaPEkBOMNvypsKYg,UCiC-Jn7wdgyQV4_Urk0DkWQ,1,@HectorCarranza-u4j4o,@pedroros6358
UC1DpqK6vaPEkBOMNvypsKYg,UCkVtmkK07b2zaVVNssX4lOg,1,@HectorCarranza-u4j4o,@HectorElias-u2l
UC1DpqK6vaPEkBOMNvypsKYg,UCkbsS_3D-pvg1iHOld9uvIg,1,@HectorCarranza-u4j4o,@gonzalo6075
UC1DpqK6vaPEkBOMNvypsKYg,UClhMWQ7XKWywYvbRnuf8QsA,1,@HectorCarranza-u4j4o,@EcPerez-zz9oh
UC1DpqK6vaPEkBOMNvypsKYg,UClqA491Xa5fQcXcJJa-vTWw,1,@HectorCarranza-u4j4o,@AndresLemus-k2d
UC1DpqK6vaPEkBOMNvypsKYg,UColMq7LmaoY3MT6aIDGrGvA,1,@HectorCarranza-u4j4o,@quijotachapina1
UC1DpqK6vaPEkBOMNvypsKYg,UCpe5jW3MIqkgTJ-PgkzvM6Q,1,@HectorCarranza-u4j4o,@carloslam5333
UC1DpqK6vaPEkBOMNvypsKYg,UCpsKOkt5iWTbenzeuq7dsmQ,1,@HectorCarranza-u4j4o,@inge_vergueta
UC1DpqK6vaPEkBOMNvypsKYg,UCqCrvuoJpC-aVb0f4logQRQ,1,@HectorCarranza-u4j4o,@Lyrics_GT
UC1DpqK6vaPEkBOMNvypsKYg,UCsGoJEvb-cFPZ2rWoJcXzEQ,1,@HectorCarranza-u4j4o,@sergiohinestroza9709
UC1DpqK6vaPEkBOMNvypsKYg,UCu8_3-Wg-YzNyvHYQDEscfw,1,@HectorCarranza-u4j4o,@RolandoCastroPérez-d7y
UC1DpqK6vaPEkBOMNvypsKYg,UCuXmOjxC-htcprLgeVXz6Tg,1,@HectorCarranza-u4j4o,@jorgeaguilar-bq3uj
UC1DpqK6vaPEkBOMNvypsKYg,UCwgCc9Jd_gG-uLE_SY-FfPg,1,@HectorCarranza-u4j4o,@armindapenados2841
UC1DpqK6vaPEkBOMNvypsKYg,UCwjUvRseNtJoItylIyIez7Q,1,@HectorCarranza-u4j4o,@Silviazea
UC1DpqK6vaPEkBOMNvypsKYg,UCylqlpsh8ENNM1LqgQ1KbxA,1,@HectorCarranza-u4j4o,@Jel.Awesh.M
UC1NiEdJ7gk6FlDexIalWnGg,UC3YpzAr7pcdKC7BVFEpYzog,1,@BorisTebalán,@carmenfigueroa1232
UC1NiEdJ7gk6FlDexIalWnGg,UC63tFvbQ_hJhGDi2nbjssjw,1,@BorisTebalán,@AbigailRodas-w2r
UC1NiEdJ7gk6FlDexIalWnGg,UCEHXl4VvvVpq-_4xC5tsbhg,1,@BorisTebalán,@anibalg47
UC1NiEdJ7gk6FlDexIalWnGg,UCFybmWapGvBKcQod7cPPH9w,1,@BorisTebalán,@vitalianochavez8382
UC1NiEdJ7gk6FlDexIalWnGg,UCRfkkatKrNtAARnXMMYBGlA,1,@BorisTebalán,@BernerSoza-mg3vx
UC1NiEdJ7gk6FlDexIalWnGg,UCV3fr-YOixFKCZBbJP1-X4w,1,@BorisTebalán,@albertoshernandez5251
UC1NiEdJ7gk6FlDexIalWnGg,UCWaRixDdpgllTBf4V0jPnKQ,1,@BorisTebalán,@hectormaaz5523
UC1NiEdJ7gk6FlDexIalWnGg,UCWvntqPQx99k_Z_skWKqNSA,1,@BorisTebalán,@AntonioChiyal-x5s
UC1NiEdJ7gk6FlDexIalWnGg,UCZFQwqh90apuL8eFhvRBkUg,1,@BorisTebalán,@luisricardo9671
UC1NiEdJ7gk6FlDexIalWnGg,UCa36MjQLoPAmgJo-R3G8WQA,1,@BorisTebalán,@elsasalguero6914
UC1NiEdJ7gk6FlDexIalWnGg,UCaT4saRcyqCLE657Rq2hhZQ,1,@BorisTebalán,@elmilenial4064
UC1NiEdJ7gk6FlDexIalWnGg,UCeQk-WfEA-cJRq4EKeE7TOw,1,@BorisTebalán,@franciscojuarez9223
UC1NiEdJ7gk6FlDexIalWnGg,UCfo_yUPzy1f1POwwZxhZ06Q,1,@BorisTebalán,@lara11roberto
UC1NiEdJ7gk6FlDexIalWnGg,UCgGqw4aqMdMVSGkKiMgrJRQ,1,@BorisTebalán,@pattyfigueroa5609
UC1NiEdJ7gk6FlDexIalWnGg,UCheEJ5GZuIvV0fj-nXyVwXw,1,@BorisTebalán,@rosaoliva9389
UC1NiEdJ7gk6FlDexIalWnGg,UChyps3dqY-VY1_wLeq-2lhw,1,@BorisTebalán,@maydamorales4395
UC1NiEdJ7gk6FlDexIalWnGg,UCiOZX__1gahg1ypIj0_XG_w,1,@BorisTebalán,@mariogonzalezorellana8956
UC1NiEdJ7gk6FlDexIalWnGg,UCjZgFEowMBrsjodqfovzdKw,1,@BorisTebalán,@franciscoflores3120
UC1NiEdJ7gk6FlDexIalWnGg,UCoGdCoJg2Lh0OX_jv6cG16g,1,@BorisTebalán,@Israel-u5i7i
UC1NiEdJ7gk6FlDexIalWnGg,UCp29O_C7cchZV8IxV7Crdag,1,@BorisTebalán,@robertoescobar5507
UC1NiEdJ7gk6FlDexIalWnGg,UCql1n3Ey6ULMSOACjMe-fxQ,1,@BorisTebalán,@RolandoGonzalez-o7g
UC1NiEdJ7gk6FlDexIalWnGg,UCtCtts20bW6F9CSohau51Iw,1,@BorisTebalán,@carlosgranados9875
UC1NiEdJ7gk6FlDexIalWnGg,UCtsxPYw8VUsH_FfnKg-0lmw,1,@BorisTebalán,@AlejandroPérez-b6r
UC1NiEdJ7gk6FlDexIalWnGg,UCvDwJBBY1mHK70aTEYl6rsA,1,@BorisTebalán,@cristianescobedo8296
UC1NiEdJ7gk6FlDexIalWnGg,UCwxoKK59nGCeBqB2sXfDBIw,1,@BorisTebalán,@vic-bonivideos
UC1NiEdJ7gk6FlDexIalWnGg,UCyJhqmMbsvjpoarBBStA2kg,1,@BorisTebalán,@Murmullodelbarrio
UC1NiEdJ7gk6FlDexIalWnGg,UCzZ6dDCEsLMXbc5pCFXIprw,1,@BorisTebalán,@josegil3813
UC1WlJfQmaIskYhP4gmWoamw,UCBlm80VQ4YoV3bUJR_XhkaQ,1,@marthareiss5434,@rosadiaz6945
UC1WlJfQmaIskYhP4gmWoamw,UCGZMgmM92E3njyXNe9-kjAQ,1,@marthareiss5434,@pasionpornada
UC1WlJfQmaIskYhP4gmWoamw,UCIgoiXdIKJyUGmUoH2Lxdzg,1,@marthareiss5434,@susievidal4134
