node_id,node_type,raw_id,label,comunidad
author::UCcfdg8crmMJwEuLUsAhV7yg,author,UCcfdg8crmMJwEuLUsAhV7yg,@RolandoRaguay,1
author::UCdFlugHJJa4l3YqWuNRmvXw,author,UCdFlugHJJa4l3YqWuNRmvXw,@MarcosCarillo-b1r,10
author::UCdQAuWwyC99MB7Y02Umj26Q,author,UCdQAuWwyC99MB7Y02Umj26Q,@miguelbran1268,3
author::UCe8JZoYkX5oKUZyivHYdXhw,author,UCe8JZoYkX5oKUZyivHYdXhw,@FernandoGarcia-jg1fj,2
author::UCeDNEtI8_a42bZ47wJiJMwQ,author,UCeDNEtI8_a42bZ47wJiJMwQ,@EdgarcalderonCalderong,2
author::UCeQk-WfEA-cJRq4EKeE7TOw,author,UCeQk-WfEA-cJRq4EKeE7TOw,@franciscojuarez9223,4
author::UCefAH1MbvADWUjE9WVcB9EQ,author,UCefAH1MbvADWUjE9WVcB9EQ,@jabriz8152,3
author::UCf5lnNZF7Qrtli9v4N_23WQ,author,UCf5lnNZF7Qrtli9v4N_23WQ,@CarlosCortez-v5r,7
author::UCfM3nrxtTQMY5jFx1v1J4Gg,author,UCfM3nrxtTQMY5jFx1v1J4Gg,@edgarroldan5539,1
author::UCfRqgt2O-vjzUDMZY_tnxQw,author,UCfRqgt2O-vjzUDMZY_tnxQw,@Williams-Garcia67E,10
author::UCfXykdbSU97rj987LDUGfvg,author,UCfXykdbSU97rj987LDUGfvg,@MariaSantos-c8y3h,8
author::UCfjhejO7LZy4doXURa7LZCQ,author,UCfjhejO7LZy4doXURa7LZCQ,@HonwayLee-z5g,8
author::UCfo_yUPzy1f1POwwZxhZ06Q,author,UCfo_yUPzy1f1POwwZxhZ06Q,@lara11roberto,4
author::UCg3eIfd7BrsLEqS0BLkftHA,author,UCg3eIfd7BrsLEqS0BLkftHA,@ErmePérez-q4s,7
author::UCgGqw4aqMdMVSGkKiMgrJRQ,author,UCgGqw4aqMdMVSGkKiMgrJRQ,@pattyfigueroa5609,4
author::UCgJNFj5dnxXpcMvmuhZDPxA,author,UCgJNFj5dnxXpcMvmuhZDPxA,@NataliaRodriguez-rx5mr,2
author::UCgLrWFdYitoP-b7-PxtUr-w,author,UCgLrWFdYitoP-b7-PxtUr-w,@zetag,5
author::UCgLurCo-e019HGODcjXHWCw,author,UCgLurCo-e019HGODcjXHWCw,@perritojuega1,5
author::UCgQJgI9vu1FI2dnC9mrFthw,author,UCgQJgI9vu1FI2dnC9mrFthw,@srms70,7
author::UCgQw_Sbq3ugruDUKsq1e0-A,author,UCgQw_Sbq3ugruDUKsq1e0-A,@marlenareano-h4t,2
author::UCgvw7xIdGFupzpt1Y_BFkEA,author,UCgvw7xIdGFupzpt1Y_BFkEA,@fredygarcia9151,1
author::UCh5ESQvtzyHDhCA7XyekCFA,author,UCh5ESQvtzyHDhCA7XyekCFA,@andyB5280,1
author::UChT7pzGytNd92Nmvi-zuWog,author,UChT7pzGytNd92Nmvi-zuWog,@sparkvalkov,3
author::UChZknRmJkeGeQk0-mQuhDOg,author,UChZknRmJkeGeQk0-mQuhDOg,@OdilioRodríguez-c5w,1
author::UCheEJ5GZuIvV0fj-nXyVwXw,author,UCheEJ5GZuIvV0fj-nXyVwXw,@rosaoliva9389,4
author::UChep9kVb5gQmpodEEl10Xlg,author,UChep9kVb5gQmpodEEl10Xlg,@carlosaguilar-kz7ml,1
author::UChgkn5Jt5tWKYMoEOuCjz3Q,author,UChgkn5Jt5tWKYMoEOuCjz3Q,@pablochitay46,1
author::UChs3tU2BcKOT0CezykvAsGw,author,UChs3tU2BcKOT0CezykvAsGw,@byronpontaza,1
author::UChyps3dqY-VY1_wLeq-2lhw,author,UChyps3dqY-VY1_wLeq-2lhw,@maydamorales4395,4
author::UCi-vPdnpQreC7BkFs40mJGA,author,UCi-vPdnpQreC7BkFs40mJGA,@bryansicasales4280,5
author::UCi1b_TRQfgO1Z9O2gNGGWNA,author,UCi1b_TRQfgO1Z9O2gNGGWNA,@davidisraelesquitsaquil,1
author::UCi2KiZq63sRq8Mfbcp-MelQ,author,UCi2KiZq63sRq8Mfbcp-MelQ,@eugeneramirez4405,6
author::UCiC-Jn7wdgyQV4_Urk0DkWQ,author,UCiC-Jn7wdgyQV4_Urk0DkWQ,@pedroros6358,2
author::UCiGRBf2RNF0WRKhRVT7zFoA,author,UCiGRBf2RNF0WRKhRVT7zFoA,@edwinavila4876,1
author::UCiMythXHsw7eQEMykCdmMUA,author,UCiMythXHsw7eQEMykCdmMUA,@JavierBecerra-h6x,1
author::UCiOZX__1gahg1ypIj0_XG_w,author,UCiOZX__1gahg1ypIj0_XG_w,@mariogonzalezorellana8956,4
author::UCipetjeiWj4CZB6EbyYziZg,author,UCipetjeiWj4CZB6EbyYziZg,@OseasSamayoa-ol5rz,1
author::UCj-LL25XJnjxepPKCc3NGog,author,UCj-LL25XJnjxepPKCc3NGog,@anaaguirre8985,1
author::UCjJf-AJKRFFWtiN-CSwkDmA,author,UCjJf-AJKRFFWtiN-CSwkDmA,@2jose82,3
author::UCjSKM9j0Q7HLDr1hD6D-TUw,author,UCjSKM9j0Q7HLDr1hD6D-TUw,@josehidalgo4875,1
author::UCjZgFEowMBrsjodqfovzdKw,author,UCjZgFEowMBrsjodqfovzdKw,@franciscoflores3120,8
author::UCjmPuazZJzscrwvk0QR9RVw,author,UCjmPuazZJzscrwvk0QR9RVw,@mynorrodas8591,1
author::UCk4O-J1BhoqPmig1KLGJePA,author,UCk4O-J1BhoqPmig1KLGJePA,@lazarobarillas3575,10
author::UCkVtmkK07b2zaVVNssX4lOg,author,UCkVtmkK07b2zaVVNssX4lOg,@HectorElias-u2l,2
author::UCkbsS_3D-pvg1iHOld9uvIg,author,UCkbsS_3D-pvg1iHOld9uvIg,@gonzalo6075,2
author::UCkd9W714-947dEE6ZOEBATA,author,UCkd9W714-947dEE6ZOEBATA,@ARGELIATELON,1
author::UCkxdJ_yGN2gghOMo2ybQtXQ,author,UCkxdJ_yGN2gghOMo2ybQtXQ,@11223344An,3
author::UCl0ekS9Tt0jJGtOEM18S63w,author,UCl0ekS9Tt0jJGtOEM18S63w,@monkchapin,1
author::UCld2stqxaVSk0QdGncM224A,author,UCld2stqxaVSk0QdGncM224A,@sarahernandez3873,11
author::UClhMWQ7XKWywYvbRnuf8QsA,author,UClhMWQ7XKWywYvbRnuf8QsA,@EcPerez-zz9oh,2
author::UCljDbleJul41G1TzOjOZAVA,author,UCljDbleJul41G1TzOjOZAVA,@hectorcarranza3777,1
author::UClqA491Xa5fQcXcJJa-vTWw,author,UClqA491Xa5fQcXcJJa-vTWw,@AndresLemus-k2d,2
author::UClsrFGJKWPxxw7MiaEdKLXw,author,UClsrFGJKWPxxw7MiaEdKLXw,@ericapaz5406,7
author::UCmjppp6ujz3SAnULvP3sZMw,author,UCmjppp6ujz3SAnULvP3sZMw,@marcomendez7509,1
author::UCmvOgzmmXbjUthHy-WJ52hQ,author,UCmvOgzmmXbjUthHy-WJ52hQ,@mariorodas593,1
author::UCnU8wO1OurAmGstDw6VGjgQ,author,UCnU8wO1OurAmGstDw6VGjgQ,@cmorera21,3
author::UCoGdCoJg2Lh0OX_jv6cG16g,author,UCoGdCoJg2Lh0OX_jv6cG16g,@Israel-u5i7i,4
author::UColMq7LmaoY3MT6aIDGrGvA,author,UColMq7LmaoY3MT6aIDGrGvA,@quijotachapina1,2
author::UCozFYHN0e_-vlQbX3wQGOug,author,UCozFYHN0e_-vlQbX3wQGOug,@jesusguzman2321,6
author::UCp29O_C7cchZV8IxV7Crdag,author,UCp29O_C7cchZV8IxV7Crdag,@robertoescobar5507,4
author::UCp4iw5_5SmV9VGTFSNVGOmQ,author,UCp4iw5_5SmV9VGTFSNVGOmQ,@CARLOSSTREMS51,1
author::UCpIdtvoFHVLGASGB5ySqIEA,author,UCpIdtvoFHVLGASGB5ySqIEA,@VidalVillatoro-p4w,1
author::UCp_dAUfv8i3LW3zWc24dLaQ,author,UCp_dAUfv8i3LW3zWc24dLaQ,@MarioCortez-o6v,6
author::UCpe5jW3MIqkgTJ-PgkzvM6Q,author,UCpe5jW3MIqkgTJ-PgkzvM6Q,@carloslam5333,2
author::UCpl8rF8uv_8uui-QRvuJaRA,author,UCpl8rF8uv_8uui-QRvuJaRA,@SergioGarcia-z9c,1
author::UCplrIQtaPj6au60_f2-mOYw,author,UCplrIQtaPj6au60_f2-mOYw,@romeolopezherrarte799,1
author::UCpsKOkt5iWTbenzeuq7dsmQ,author,UCpsKOkt5iWTbenzeuq7dsmQ,@inge_vergueta,3
author::UCq3mDTTRZnUybct5M9OSXbg,author,UCq3mDTTRZnUybct5M9OSXbg,@MacoMorales-i2i2d,8
author::UCqCrvuoJpC-aVb0f4logQRQ,author,UCqCrvuoJpC-aVb0f4logQRQ,@Lyrics_GT,2
author::UCqilIa8r7iek5sGYg_q6ofA,author,UCqilIa8r7iek5sGYg_q6ofA,@rolandojuchuna484,5
author::UCql1n3Ey6ULMSOACjMe-fxQ,author,UCql1n3Ey6ULMSOACjMe-fxQ,@RolandoGonzalez-o7g,4
author::UCr1emrogPKkKTs_WTtx71xg,author,UCr1emrogPKkKTs_WTtx71xg,@domingopeneleu6457,1
author::UCrJn_rbo_ENAdeqneS-RmRw,author,UCrJn_rbo_ENAdeqneS-RmRw,@josecarrera9623,1
author::UCrqXyRsg-_hTosURZ-uvoKg,author,UCrqXyRsg-_hTosURZ-uvoKg,@flornolberto2425,6
author::UCsGoJEvb-cFPZ2rWoJcXzEQ,author,UCsGoJEvb-cFPZ2rWoJcXzEQ,@sergiohinestroza9709,2
author::UCsJJAvrVGupdmhOqgtDp8dg,author,UCsJJAvrVGupdmhOqgtDp8dg,@nestorlorenzana1168,1
author::UCsSXdJct-nsS8DsABoEsaYA,author,UCsSXdJct-nsS8DsABoEsaYA,@IvánPérez-j4j,1
author::UCsUCN0Yq_UyTvKjOJLmNrnQ,author,UCsUCN0Yq_UyTvKjOJLmNrnQ,@moisesvaldez4043,9
author::UCs_5qeqdku9tGAq22y3OcuQ,author,UCs_5qeqdku9tGAq22y3OcuQ,@alexandrevasquez4135,5
author::UCsjs5Hp_r86x1xbK6FAeqaA,author,UCsjs5Hp_r86x1xbK6FAeqaA,@alvaroesquivel563,1
author::UCtCtts20bW6F9CSohau51Iw,author,UCtCtts20bW6F9CSohau51Iw,@carlosgranados9875,4
author::UCtMBF_1O2jY2INlb_luuB_A,author,UCtMBF_1O2jY2INlb_luuB_A,@mynorgudiel8646,5
author::UCtNfIBnc5S5DbbQj_yxgJTw,author,UCtNfIBnc5S5DbbQj_yxgJTw,@JosueRamirez-ey3ih,1
author::UCtNyHmRZtvGF2hSvI2dUBWw,author,UCtNyHmRZtvGF2hSvI2dUBWw,@aureliomaldonado4793,7
author::UCtUR3_CAiE7fCoZHM6cMfyQ,author,UCtUR3_CAiE7fCoZHM6cMfyQ,@mdelcid01,1
author::UCtiHFjFu7d5v2XxHnKFUYig,author,UCtiHFjFu7d5v2XxHnKFUYig,@Paul-gf7ec,6
author::UCtowGNY2lnlg6O2CkwDgkLg,author,UCtowGNY2lnlg6O2CkwDgkLg,@taniagabrielacelis8434,11
author::UCtsxPYw8VUsH_FfnKg-0lmw,author,UCtsxPYw8VUsH_FfnKg-0lmw,@AlejandroPérez-b6r,4
author::UCu8_3-Wg-YzNyvHYQDEscfw,author,UCu8_3-Wg-YzNyvHYQDEscfw,@RolandoCastroPérez-d7y,2
author::UCuP4UK33HKtJE_S39ksmaTw,author,UCuP4UK33HKtJE_S39ksmaTw,@herbertaguilar1387,7
author::UCuXmOjxC-htcprLgeVXz6Tg,author,UCuXmOjxC-htcprLgeVXz6Tg,@jorgeaguilar-bq3uj,2
author::UCueV9cTyTDwgQSec1x2dYgA,author,UCueV9cTyTDwgQSec1x2dYgA,@fredydomingo7062,1
author::UCujPF2nBgsTD62nWE3lcpIg,author,UCujPF2nBgsTD62nWE3lcpIg,@victorarturoruanobautista7588,1
author::UCusjriFsDHEc2AOjqk-p5ig,author,UCusjriFsDHEc2AOjqk-p5ig,@pablobarrios7931,7
author::UCut6b9S98nv84cVX89PmKzA,author,UCut6b9S98nv84cVX89PmKzA,@yeniferaguirre4498,1
author::UCvApqeCbLod-wejtT4CcVuA,author,UCvApqeCbLod-wejtT4CcVuA,@davidgaher9550,1
author::UCvDwJBBY1mHK70aTEYl6rsA,author,UCvDwJBBY1mHK70aTEYl6rsA,@cristianescobedo8296,4
author::UCvcu1kR8xMYy_I1Ty-2mV2Q,author,UCvcu1kR8xMYy_I1Ty-2mV2Q,@hashojea7348,3
author::UCvl1tzQeBeGy6efPTRJXSCw,author,UCvl1tzQeBeGy6efPTRJXSCw,@RaulPerez-cw2vi,8
author::UCwCfs-2zbD5k0lG-UVg_JBw,author,UCwCfs-2zbD5k0lG-UVg_JBw,@JessicaHuaz-96,8
author::UCwEe1RKlEv1UpNWmWYfSh4w,author,UCwEe1RKlEv1UpNWmWYfSh4w,@marioramirez299,3
author::UCwO2SXr0ggzwg6QWWrr01nQ,author,UCwO2SXr0ggzwg6QWWrr01nQ,@ricardofigueroa5720,1
author::UCwUAv3_LpWVtTIi7lkmTL7A,author,UCwUAv3_LpWVtTIi7lkmTL7A,@kingr4706,5
author::UCwW2OFy95P7ZBkOPxWkpvYg,author,UCwW2OFy95P7ZBkOPxWkpvYg,@TeresaLucero-b5o,1
author::UCwgCc9Jd_gG-uLE_SY-FfPg,author,UCwgCc9Jd_gG-uLE_SY-FfPg,@armindapenados2841,2
author::UCwha8rxULYMVtNwZWeSkE1A,author,UCwha8rxULYMVtNwZWeSkE1A,@mariasamo8637,1
author::UCwjUvRseNtJoItylIyIez7Q,author,UCwjUvRseNtJoItylIyIez7Q,@Silviazea,2
author::UCwxoKK59nGCeBqB2sXfDBIw,author,UCwxoKK59nGCeBqB2sXfDBIw,@vic-bonivideos,4
author::UCxKR3RA8T-kxMgq_2WWhRcQ,author,UCxKR3RA8T-kxMgq_2WWhRcQ,@elenaluarca9377,5
author::UCxcoDvP-g2_KTZDmVZtvb3w,author,UCxcoDvP-g2_KTZDmVZtvb3w,@angelmartinez9523,3
author::UCxff05WuyvwELNITi7bj7UA,author,UCxff05WuyvwELNITi7bj7UA,@markoherrera,1
author::UCxhtlxPV8AYWaNNyU6S9H8Q,author,UCxhtlxPV8AYWaNNyU6S9H8Q,@WilR-s8r,6
author::UCyJhqmMbsvjpoarBBStA2kg,author,UCyJhqmMbsvjpoarBBStA2kg,@Murmullodelbarrio,4
author::UCySYJU5kUh7X8gVt9la2ISA,author,UCySYJU5kUh7X8gVt9la2ISA,@dantesarti4351,1
author::UCyW68EGZey4ao_Vf2cR5Ztg,author,UCyW68EGZey4ao_Vf2cR5Ztg,@ZabalaXabier,3
author::UCylqlpsh8ENNM1LqgQ1KbxA,author,UCylqlpsh8ENNM1LqgQ1KbxA,@Jel.Awesh.M,2
author::UCyor0Mmm0ivLX2jIdyGp84Q,author,UCyor0Mmm0ivLX2jIdyGp84Q,@MiguelJordan-n3g,13
author::UCyzf29IYjNw67gGIfsjgtxA,author,UCyzf29IYjNw67gGIfsjgtxA,@carlosoliva9249,5
author::UCz3gu01bmjNv0DpRq-K3XYg,author,UCz3gu01bmjNv0DpRq-K3XYg,@eusebiovasquez4385,1
author::UCzSfZlOVxBSs5ObD25ywxDQ,author,UCzSfZlOVxBSs5ObD25ywxDQ,@GilmarMaldonado-q9m,1
author::UCzZ6dDCEsLMXbc5pCFXIprw,author,UCzZ6dDCEsLMXbc5pCFXIprw,@josegil3813,7
author::UCzoL2l5H5eVlorWGH8AZfAg,author,UCzoL2l5H5eVlorWGH8AZfAg,@jor77cas,1
video::06mFNPU0aB8,video,06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,8
video::3Nfp9h5avBI,video,3Nfp9h5avBI,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",13
video::6W4u8sGEnGM,video,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,4
video::JkpVO1hx2f8,video,JkpVO1hx2f8,10 Preguntas a un año del Paro Nacional,12
video::OkXlHx0hx-8,video,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,6
video::PjmxCj-a9Hg,video,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,7
video::TT4qJ5FXHYE,video,TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",11
video::UhL9y3KUl8E,video,UhL9y3KUl8E,SHAI WA: la vecina queer de Casa Presidencial,16
video::WIUZtitfLRw,video,WIUZtitfLRw,Caminar en una ciudad hecha para carros,3
video::X_FAIef8qlE,video,X_FAIef8qlE,Cruzando la ciudad a puro Transmetro,14
video::b_Hkrkl3adA,video,b_Hkrkl3adA,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,9
video::is3Mk5oC19g,video,is3Mk5oC19g,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,10
video::j43HgwYFKfk,video,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,2
video::lj983NWyAQY,video,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,5
video::n8iP75gIpmw,video,n8iP75gIpmw,Qué rico come tu diputado,1
video::ndAZjHqzzT8,video,ndAZjHqzzT8,Internet: escoger el menos malo,3
video::s0eco-BofOs,video,s0eco-BofOs,¿Quiénes pagan más en Centroamérica?,17
video::yLZS3JiEBg8,video,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,3
video::zweosulrwA8,video,zweosulrwA8,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,15
