node_id,node_type,raw_id,label,handle,comment_count,videos_commented,channels_commented,channel_id,channel_name,category,view_count,unique_authors
author::UCUIIIPTVDVHAXqhC_5V6lPA,author,UCUIIIPTVDVHAXqhC_5V6lPA,@gorrarota,/@gorrarota,1,1,1,,,,,
author::UCUoYsrx1oZnCZ0usbBJn4fA,author,UCUoYsrx1oZnCZ0usbBJn4fA,@AnaDiaz-re9sq,/@AnaDiaz-re9sq,1,1,1,,,,,
author::UCV0iizTBoOfdAFX_thfI9BA,author,UCV0iizTBoOfdAFX_thfI9BA,@BenjaminLarios-jd8nk,/@BenjaminLarios-jd8nk,1,1,1,,,,,
author::UCV0lM03g5fg5pbPj97-sAtA,author,UCV0lM03g5fg5pbPj97-sAtA,@genarodelgado3929,/@genarodelgado3929,1,1,1,,,,,
author::UCV3fr-YOixFKCZBbJP1-X4w,author,UCV3fr-YOixFKCZBbJP1-X4w,@albertoshernandez5251,/@albertoshernandez5251,5,1,1,,,,,
author::UCVC2QugcI1G4RvlCiUqd1aQ,author,UCVC2QugcI1G4RvlCiUqd1aQ,@rwdm76,/@rwdm76,2,1,1,,,,,
author::UCVQf0tzL7xRzFJsABVVULpg,author,UCVQf0tzL7xRzFJsABVVULpg,@DennisseLopetegi,/@DennisseLopetegi,1,1,1,,,,,
author::UCVdjCrh4tQoX3haNAZv-n5A,author,UCVdjCrh4tQoX3haNAZv-n5A,@aurahernandez5646,/@aurahernandez5646,1,1,1,,,,,
author::UCVhif9eV0f8plICen2DnpKA,author,UCVhif9eV0f8plICen2DnpKA,@blogarteplus,/@blogarteplus,1,1,1,,,,,
author::UCW-JC6lebVmf2P1dmY_L94g,author,UCW-JC6lebVmf2P1dmY_L94g,@dinoraoroxon5771,/@dinoraoroxon5771,1,1,1,,,,,
author::UCW80DaMjQlEUibC98Cot-Dg,author,UCW80DaMjQlEUibC98Cot-Dg,@rogeraldana4289,/@rogeraldana4289,1,1,1,,,,,
author::UCWIZUtKJ636y-4TYrNvok0g,author,UCWIZUtKJ636y-4TYrNvok0g,@cesarandreas7824,/@cesarandreas7824,1,1,1,,,,,
author::UCWWkebAekppaL5b5CNlppuw,author,UCWWkebAekppaL5b5CNlppuw,@ninettmartinez425,/@ninettmartinez425,1,1,1,,,,,
author::UCWaRixDdpgllTBf4V0jPnKQ,author,UCWaRixDdpgllTBf4V0jPnKQ,@hectormaaz5523,/@hectormaaz5523,2,1,1,,,,,
author::UCWoAVGVqCn4xtINCMOTM4jg,author,UCWoAVGVqCn4xtINCMOTM4jg,@OmarMartinez-vv8re,/@OmarMartinez-vv8re,1,1,1,,,,,
author::UCWvntqPQx99k_Z_skWKqNSA,author,UCWvntqPQx99k_Z_skWKqNSA,@AntonioChiyal-x5s,/@AntonioChiyal-x5s,1,1,1,,,,,
author::UCXN2s7DwTJm33xO-pNkAdaA,author,UCXN2s7DwTJm33xO-pNkAdaA,@edithsan7688,/@edithsan7688,1,1,1,,,,,
author::UCXO1BBohNWXkK9SBDAG2ySg,author,UCXO1BBohNWXkK9SBDAG2ySg,@JBFlute92,/@JBFlute92,1,1,1,,,,,
author::UCXSkL3ejZ8qWYyF_M7s_QKA,author,UCXSkL3ejZ8qWYyF_M7s_QKA,@JacintaTzoy,/@JacintaTzoy,1,1,1,,,,,
author::UCXVLc8CmAO813ubM-fLvCDw,author,UCXVLc8CmAO813ubM-fLvCDw,@herminiasaquimux7565,/@herminiasaquimux7565,1,1,1,,,,,
author::UCXXh7yg5KUFIWylTiKVEFKQ,author,UCXXh7yg5KUFIWylTiKVEFKQ,@MrDuenderojo,/@MrDuenderojo,2,1,1,,,,,
author::UCXgr7vXlRrsaskPdo097kGA,author,UCXgr7vXlRrsaskPdo097kGA,@Rogergh-nw4oj,/@Rogergh-nw4oj,1,1,1,,,,,
author::UCXl30Y_upRqbti52fmjK4YA,author,UCXl30Y_upRqbti52fmjK4YA,@capitanfrans,/@capitanfrans,1,1,1,,,,,
author::UCXmrpc6Li0spcKxtS0Q_ptg,author,UCXmrpc6Li0spcKxtS0Q_ptg,@melvinperez6710,/@melvinperez6710,1,1,1,,,,,
author::UCXr8_5WtGeipe4haOoQDgyQ,author,UCXr8_5WtGeipe4haOoQDgyQ,@amyherrera7352,/@amyherrera7352,1,1,1,,,,,
author::UCY7Hq7F9Lnucf-Yr6JkHZNw,author,UCY7Hq7F9Lnucf-Yr6JkHZNw,@maynorcalel1442,/@maynorcalel1442,1,1,1,,,,,
author::UCYN4wSQ1Sx4_LurxLlW7MPg,author,UCYN4wSQ1Sx4_LurxLlW7MPg,@belarminavillatoro6474,/@belarminavillatoro6474,1,1,1,,,,,
author::UCYwpX26TrCxq8TvbKGRYLXA,author,UCYwpX26TrCxq8TvbKGRYLXA,@beneficioelcaminovillacana8540,/@beneficioelcaminovillacana8540,1,1,1,,,,,
author::UCZ51R_9Q9C0c8I3pAWhtmjQ,author,UCZ51R_9Q9C0c8I3pAWhtmjQ,@belvettzapeta1251,/@belvettzapeta1251,1,1,1,,,,,
author::UCZFQwqh90apuL8eFhvRBkUg,author,UCZFQwqh90apuL8eFhvRBkUg,@luisricardo9671,/@luisricardo9671,1,1,1,,,,,
author::UCZIQnb1fkwe39Iw2TAu-bGA,author,UCZIQnb1fkwe39Iw2TAu-bGA,@jorgegomez2237,/@jorgegomez2237,1,1,1,,,,,
author::UCZLG9qH0tUjNhEGFIUt0CYw,author,UCZLG9qH0tUjNhEGFIUt0CYw,@SoniaMarroquin-y6e,/@SoniaMarroquin-y6e,1,1,1,,,,,
author::UCZOmq6MwFDVoCaEl99BRRaw,author,UCZOmq6MwFDVoCaEl99BRRaw,@daniloarevalo3170,/@daniloarevalo3170,1,1,1,,,,,
author::UCZeIIQrGAedW8tCbKWmGY-A,author,UCZeIIQrGAedW8tCbKWmGY-A,@mariocordon8873,/@mariocordon8873,1,1,1,,,,,
author::UCZjm6U576nX8WOiLhmMR3bw,author,UCZjm6U576nX8WOiLhmMR3bw,@MariaNavarroYT,/@MariaNavarroYT,1,1,1,,,,,
author::UC_3xuTXvMIWU5MYP9HkJ3vQ,author,UC_3xuTXvMIWU5MYP9HkJ3vQ,@Historia-wm4os,/@Historia-wm4os,1,1,1,,,,,
author::UC_6KbBY1bsYXz9fwFS0eQRg,author,UC_6KbBY1bsYXz9fwFS0eQRg,@imrcp5694,/@imrcp5694,1,1,1,,,,,
author::UC_LYoGs5C3mbZKZuKuqYCvw,author,UC_LYoGs5C3mbZKZuKuqYCvw,@javiercifuentesarchila6041,/@javiercifuentesarchila6041,1,1,1,,,,,
author::UC_NRVt2UP88ZNTwzrZ66JSg,author,UC_NRVt2UP88ZNTwzrZ66JSg,@aditalissethevasquezrojas8039,/@aditalissethevasquezrojas8039,1,1,1,,,,,
author::UC_ljZ1hZXR9pzexFz87P5ZA,author,UC_ljZ1hZXR9pzexFz87P5ZA,@ChRiStOpHeR7969,/@ChRiStOpHeR7969,1,1,1,,,,,
author::UCa36MjQLoPAmgJo-R3G8WQA,author,UCa36MjQLoPAmgJo-R3G8WQA,@elsasalguero6914,/@elsasalguero6914,1,1,1,,,,,
author::UCaKAjTW9MVub_clgr4DRYjQ,author,UCaKAjTW9MVub_clgr4DRYjQ,@josecastillo4390,/@josecastillo4390,1,1,1,,,,,
author::UCaT4saRcyqCLE657Rq2hhZQ,author,UCaT4saRcyqCLE657Rq2hhZQ,@elmilenial4064,/@elmilenial4064,1,1,1,,,,,
author::UCaT6M2zp7X6r6Whd8Vv3kHQ,author,UCaT6M2zp7X6r6Whd8Vv3kHQ,@alexarcos8349,/@alexarcos8349,1,1,1,,,,,
author::UCat2qkYvqmtDNEmo2PVuhXw,author,UCat2qkYvqmtDNEmo2PVuhXw,@DoraSalas-j5o,/@DoraSalas-j5o,1,1,1,,,,,
author::UCbNanjFI51cwGqMAb2rOrBw,author,UCbNanjFI51cwGqMAb2rOrBw,@RosaMontesdeOca777,/@RosaMontesdeOca777,1,1,1,,,,,
author::UCbYoNG5J3Au5BqtbXogfEFw,author,UCbYoNG5J3Au5BqtbXogfEFw,@Luis-gn3fj,/@Luis-gn3fj,1,1,1,,,,,
author::UCbrtvygfRT6QXqWDNrOf-cA,author,UCbrtvygfRT6QXqWDNrOf-cA,@Alejandro00710,/@Alejandro00710,2,2,1,,,,,
author::UCcFIBN-rtC3d3hXeuN5TfWw,author,UCcFIBN-rtC3d3hXeuN5TfWw,@DenisRMC,/@DenisRMC,1,1,1,,,,,
author::UCc_F88PzGWtA1OPNUEASulA,author,UCc_F88PzGWtA1OPNUEASulA,@rockyscarlet,/@rockyscarlet,1,1,1,,,,,
author::UCcfdg8crmMJwEuLUsAhV7yg,author,UCcfdg8crmMJwEuLUsAhV7yg,@RolandoRaguay,/@RolandoRaguay,1,1,1,,,,,
author::UCdFlugHJJa4l3YqWuNRmvXw,author,UCdFlugHJJa4l3YqWuNRmvXw,@MarcosCarillo-b1r,/@MarcosCarillo-b1r,2,2,2,,,,,
author::UCdQAuWwyC99MB7Y02Umj26Q,author,UCdQAuWwyC99MB7Y02Umj26Q,@miguelbran1268,/@miguelbran1268,1,1,1,,,,,
author::UCe8JZoYkX5oKUZyivHYdXhw,author,UCe8JZoYkX5oKUZyivHYdXhw,@FernandoGarcia-jg1fj,/@FernandoGarcia-jg1fj,1,1,1,,,,,
author::UCeDNEtI8_a42bZ47wJiJMwQ,author,UCeDNEtI8_a42bZ47wJiJMwQ,@EdgarcalderonCalderong,/@EdgarcalderonCalderong,1,1,1,,,,,
author::UCeQk-WfEA-cJRq4EKeE7TOw,author,UCeQk-WfEA-cJRq4EKeE7TOw,@franciscojuarez9223,/@franciscojuarez9223,1,1,1,,,,,
author::UCefAH1MbvADWUjE9WVcB9EQ,author,UCefAH1MbvADWUjE9WVcB9EQ,@jabriz8152,/@jabriz8152,1,1,1,,,,,
author::UCf5lnNZF7Qrtli9v4N_23WQ,author,UCf5lnNZF7Qrtli9v4N_23WQ,@CarlosCortez-v5r,/@CarlosCortez-v5r,1,1,1,,,,,
author::UCfM3nrxtTQMY5jFx1v1J4Gg,author,UCfM3nrxtTQMY5jFx1v1J4Gg,@edgarroldan5539,/@edgarroldan5539,1,1,1,,,,,
author::UCfRqgt2O-vjzUDMZY_tnxQw,author,UCfRqgt2O-vjzUDMZY_tnxQw,@Williams-Garcia67E,/@Williams-Garcia67E,1,1,1,,,,,
author::UCfXykdbSU97rj987LDUGfvg,author,UCfXykdbSU97rj987LDUGfvg,@MariaSantos-c8y3h,/@MariaSantos-c8y3h,1,1,1,,,,,
author::UCfjhejO7LZy4doXURa7LZCQ,author,UCfjhejO7LZy4doXURa7LZCQ,@HonwayLee-z5g,/@HonwayLee-z5g,1,1,1,,,,,
author::UCfo_yUPzy1f1POwwZxhZ06Q,author,UCfo_yUPzy1f1POwwZxhZ06Q,@lara11roberto,/@lara11roberto,1,1,1,,,,,
author::UCg3eIfd7BrsLEqS0BLkftHA,author,UCg3eIfd7BrsLEqS0BLkftHA,@ErmePérez-q4s,/@ErmeP%C3%A9rez-q4s,3,1,1,,,,,
author::UCgGqw4aqMdMVSGkKiMgrJRQ,author,UCgGqw4aqMdMVSGkKiMgrJRQ,@pattyfigueroa5609,/@pattyfigueroa5609,1,1,1,,,,,
author::UCgJNFj5dnxXpcMvmuhZDPxA,author,UCgJNFj5dnxXpcMvmuhZDPxA,@NataliaRodriguez-rx5mr,/@NataliaRodriguez-rx5mr,1,1,1,,,,,
author::UCgLrWFdYitoP-b7-PxtUr-w,author,UCgLrWFdYitoP-b7-PxtUr-w,@zetag,/@zetag,1,1,1,,,,,
author::UCgLurCo-e019HGODcjXHWCw,author,UCgLurCo-e019HGODcjXHWCw,@perritojuega1,/@perritojuega1,1,1,1,,,,,
author::UCgQJgI9vu1FI2dnC9mrFthw,author,UCgQJgI9vu1FI2dnC9mrFthw,@srms70,/@srms70,1,1,1,,,,,
author::UCgQw_Sbq3ugruDUKsq1e0-A,author,UCgQw_Sbq3ugruDUKsq1e0-A,@marlenareano-h4t,/@marlenareano-h4t,1,1,1,,,,,
author::UCgvw7xIdGFupzpt1Y_BFkEA,author,UCgvw7xIdGFupzpt1Y_BFkEA,@fredygarcia9151,/@fredygarcia9151,1,1,1,,,,,
author::UCh5ESQvtzyHDhCA7XyekCFA,author,UCh5ESQvtzyHDhCA7XyekCFA,@andyB5280,/@andyB5280,3,1,1,,,,,
author::UChT7pzGytNd92Nmvi-zuWog,author,UChT7pzGytNd92Nmvi-zuWog,@sparkvalkov,/@sparkvalkov,1,1,1,,,,,
author::UChZknRmJkeGeQk0-mQuhDOg,author,UChZknRmJkeGeQk0-mQuhDOg,@OdilioRodríguez-c5w,/@OdilioRodr%C3%ADguez-c5w,1,1,1,,,,,
author::UCheEJ5GZuIvV0fj-nXyVwXw,author,UCheEJ5GZuIvV0fj-nXyVwXw,@rosaoliva9389,/@rosaoliva9389,1,1,1,,,,,
author::UChep9kVb5gQmpodEEl10Xlg,author,UChep9kVb5gQmpodEEl10Xlg,@carlosaguilar-kz7ml,/@carlosaguilar-kz7ml,1,1,1,,,,,
author::UChgkn5Jt5tWKYMoEOuCjz3Q,author,UChgkn5Jt5tWKYMoEOuCjz3Q,@pablochitay46,/@pablochitay46,1,1,1,,,,,
author::UChs3tU2BcKOT0CezykvAsGw,author,UChs3tU2BcKOT0CezykvAsGw,@byronpontaza,/@byronpontaza,3,1,1,,,,,
author::UChyps3dqY-VY1_wLeq-2lhw,author,UChyps3dqY-VY1_wLeq-2lhw,@maydamorales4395,/@maydamorales4395,1,1,1,,,,,
author::UCi-vPdnpQreC7BkFs40mJGA,author,UCi-vPdnpQreC7BkFs40mJGA,@bryansicasales4280,/@bryansicasales4280,1,1,1,,,,,
author::UCi1b_TRQfgO1Z9O2gNGGWNA,author,UCi1b_TRQfgO1Z9O2gNGGWNA,@davidisraelesquitsaquil,/@davidisraelesquitsaquil,2,1,1,,,,,
author::UCi2KiZq63sRq8Mfbcp-MelQ,author,UCi2KiZq63sRq8Mfbcp-MelQ,@eugeneramirez4405,/@eugeneramirez4405,6,1,1,,,,,
author::UCiC-Jn7wdgyQV4_Urk0DkWQ,author,UCiC-Jn7wdgyQV4_Urk0DkWQ,@pedroros6358,/@pedroros6358,1,1,1,,,,,
author::UCiGRBf2RNF0WRKhRVT7zFoA,author,UCiGRBf2RNF0WRKhRVT7zFoA,@edwinavila4876,/@edwinavila4876,1,1,1,,,,,
author::UCiMythXHsw7eQEMykCdmMUA,author,UCiMythXHsw7eQEMykCdmMUA,@JavierBecerra-h6x,/@JavierBecerra-h6x,1,1,1,,,,,
author::UCiOZX__1gahg1ypIj0_XG_w,author,UCiOZX__1gahg1ypIj0_XG_w,@mariogonzalezorellana8956,/@mariogonzalezorellana8956,1,1,1,,,,,
author::UCipetjeiWj4CZB6EbyYziZg,author,UCipetjeiWj4CZB6EbyYziZg,@OseasSamayoa-ol5rz,/@OseasSamayoa-ol5rz,1,1,1,,,,,
author::UCj-LL25XJnjxepPKCc3NGog,author,UCj-LL25XJnjxepPKCc3NGog,@anaaguirre8985,/@anaaguirre8985,1,1,1,,,,,
author::UCjJf-AJKRFFWtiN-CSwkDmA,author,UCjJf-AJKRFFWtiN-CSwkDmA,@2jose82,/@2jose82,1,1,1,,,,,
author::UCjSKM9j0Q7HLDr1hD6D-TUw,author,UCjSKM9j0Q7HLDr1hD6D-TUw,@josehidalgo4875,/@josehidalgo4875,1,1,1,,,,,
author::UCjZgFEowMBrsjodqfovzdKw,author,UCjZgFEowMBrsjodqfovzdKw,@franciscoflores3120,/@franciscoflores3120,2,2,2,,,,,
author::UCjmPuazZJzscrwvk0QR9RVw,author,UCjmPuazZJzscrwvk0QR9RVw,@mynorrodas8591,/@mynorrodas8591,1,1,1,,,,,
author::UCk4O-J1BhoqPmig1KLGJePA,author,UCk4O-J1BhoqPmig1KLGJePA,@lazarobarillas3575,/@lazarobarillas3575,1,1,1,,,,,
author::UCkVtmkK07b2zaVVNssX4lOg,author,UCkVtmkK07b2zaVVNssX4lOg,@HectorElias-u2l,/@HectorElias-u2l,1,1,1,,,,,
author::UCkbsS_3D-pvg1iHOld9uvIg,author,UCkbsS_3D-pvg1iHOld9uvIg,@gonzalo6075,/@gonzalo6075,1,1,1,,,,,
author::UCkd9W714-947dEE6ZOEBATA,author,UCkd9W714-947dEE6ZOEBATA,@ARGELIATELON,/@ARGELIATELON,2,1,1,,,,,
author::UCkxdJ_yGN2gghOMo2ybQtXQ,author,UCkxdJ_yGN2gghOMo2ybQtXQ,@11223344An,/@11223344An,1,1,1,,,,,
author::UCl0ekS9Tt0jJGtOEM18S63w,author,UCl0ekS9Tt0jJGtOEM18S63w,@monkchapin,/@monkchapin,1,1,1,,,,,
author::UCld2stqxaVSk0QdGncM224A,author,UCld2stqxaVSk0QdGncM224A,@sarahernandez3873,/@sarahernandez3873,1,1,1,,,,,
author::UClhMWQ7XKWywYvbRnuf8QsA,author,UClhMWQ7XKWywYvbRnuf8QsA,@EcPerez-zz9oh,/@EcPerez-zz9oh,1,1,1,,,,,
author::UCljDbleJul41G1TzOjOZAVA,author,UCljDbleJul41G1TzOjOZAVA,@hectorcarranza3777,/@hectorcarranza3777,1,1,1,,,,,
author::UClqA491Xa5fQcXcJJa-vTWw,author,UClqA491Xa5fQcXcJJa-vTWw,@AndresLemus-k2d,/@AndresLemus-k2d,1,1,1,,,,,
author::UClsrFGJKWPxxw7MiaEdKLXw,author,UClsrFGJKWPxxw7MiaEdKLXw,@ericapaz5406,/@ericapaz5406,1,1,1,,,,,
author::UCmjppp6ujz3SAnULvP3sZMw,author,UCmjppp6ujz3SAnULvP3sZMw,@marcomendez7509,/@marcomendez7509,1,1,1,,,,,
author::UCmvOgzmmXbjUthHy-WJ52hQ,author,UCmvOgzmmXbjUthHy-WJ52hQ,@mariorodas593,/@mariorodas593,1,1,1,,,,,
author::UCnU8wO1OurAmGstDw6VGjgQ,author,UCnU8wO1OurAmGstDw6VGjgQ,@cmorera21,/@cmorera21,1,1,1,,,,,
author::UCoGdCoJg2Lh0OX_jv6cG16g,author,UCoGdCoJg2Lh0OX_jv6cG16g,@Israel-u5i7i,/@Israel-u5i7i,2,1,1,,,,,
author::UColMq7LmaoY3MT6aIDGrGvA,author,UColMq7LmaoY3MT6aIDGrGvA,@quijotachapina1,/@quijotachapina1,1,1,1,,,,,
author::UCozFYHN0e_-vlQbX3wQGOug,author,UCozFYHN0e_-vlQbX3wQGOug,@jesusguzman2321,/@jesusguzman2321,1,1,1,,,,,
author::UCp29O_C7cchZV8IxV7Crdag,author,UCp29O_C7cchZV8IxV7Crdag,@robertoescobar5507,/@robertoescobar5507,2,1,1,,,,,
author::UCp4iw5_5SmV9VGTFSNVGOmQ,author,UCp4iw5_5SmV9VGTFSNVGOmQ,@CARLOSSTREMS51,/@CARLOSSTREMS51,1,1,1,,,,,
author::UCpIdtvoFHVLGASGB5ySqIEA,author,UCpIdtvoFHVLGASGB5ySqIEA,@VidalVillatoro-p4w,/@VidalVillatoro-p4w,1,1,1,,,,,
author::UCp_dAUfv8i3LW3zWc24dLaQ,author,UCp_dAUfv8i3LW3zWc24dLaQ,@MarioCortez-o6v,/@MarioCortez-o6v,1,1,1,,,,,
author::UCpe5jW3MIqkgTJ-PgkzvM6Q,author,UCpe5jW3MIqkgTJ-PgkzvM6Q,@carloslam5333,/@carloslam5333,1,1,1,,,,,
author::UCpl8rF8uv_8uui-QRvuJaRA,author,UCpl8rF8uv_8uui-QRvuJaRA,@SergioGarcia-z9c,/@SergioGarcia-z9c,1,1,1,,,,,
author::UCplrIQtaPj6au60_f2-mOYw,author,UCplrIQtaPj6au60_f2-mOYw,@romeolopezherrarte799,/@romeolopezherrarte799,1,1,1,,,,,
author::UCpsKOkt5iWTbenzeuq7dsmQ,author,UCpsKOkt5iWTbenzeuq7dsmQ,@inge_vergueta,/@inge_vergueta,3,3,1,,,,,
author::UCq3mDTTRZnUybct5M9OSXbg,author,UCq3mDTTRZnUybct5M9OSXbg,@MacoMorales-i2i2d,/@MacoMorales-i2i2d,1,1,1,,,,,
author::UCqCrvuoJpC-aVb0f4logQRQ,author,UCqCrvuoJpC-aVb0f4logQRQ,@Lyrics_GT,/@Lyrics_GT,1,1,1,,,,,
author::UCqilIa8r7iek5sGYg_q6ofA,author,UCqilIa8r7iek5sGYg_q6ofA,@rolandojuchuna484,/@rolandojuchuna484,1,1,1,,,,,
author::UCql1n3Ey6ULMSOACjMe-fxQ,author,UCql1n3Ey6ULMSOACjMe-fxQ,@RolandoGonzalez-o7g,/@RolandoGonzalez-o7g,1,1,1,,,,,
author::UCr1emrogPKkKTs_WTtx71xg,author,UCr1emrogPKkKTs_WTtx71xg,@domingopeneleu6457,/@domingopeneleu6457,1,1,1,,,,,
author::UCrJn_rbo_ENAdeqneS-RmRw,author,UCrJn_rbo_ENAdeqneS-RmRw,@josecarrera9623,/@josecarrera9623,2,1,1,,,,,
author::UCrqXyRsg-_hTosURZ-uvoKg,author,UCrqXyRsg-_hTosURZ-uvoKg,@flornolberto2425,/@flornolberto2425,1,1,1,,,,,
author::UCsGoJEvb-cFPZ2rWoJcXzEQ,author,UCsGoJEvb-cFPZ2rWoJcXzEQ,@sergiohinestroza9709,/@sergiohinestroza9709,1,1,1,,,,,
author::UCsJJAvrVGupdmhOqgtDp8dg,author,UCsJJAvrVGupdmhOqgtDp8dg,@nestorlorenzana1168,/@nestorlorenzana1168,1,1,1,,,,,
author::UCsSXdJct-nsS8DsABoEsaYA,author,UCsSXdJct-nsS8DsABoEsaYA,@IvánPérez-j4j,/@Iv%C3%A1nP%C3%A9rez-j4j,1,1,1,,,,,
author::UCsUCN0Yq_UyTvKjOJLmNrnQ,author,UCsUCN0Yq_UyTvKjOJLmNrnQ,@moisesvaldez4043,/@moisesvaldez4043,2,2,2,,,,,
author::UCs_5qeqdku9tGAq22y3OcuQ,author,UCs_5qeqdku9tGAq22y3OcuQ,@alexandrevasquez4135,/@alexandrevasquez4135,1,1,1,,,,,
author::UCsjs5Hp_r86x1xbK6FAeqaA,author,UCsjs5Hp_r86x1xbK6FAeqaA,@alvaroesquivel563,/@alvaroesquivel563,1,1,1,,,,,
author::UCtCtts20bW6F9CSohau51Iw,author,UCtCtts20bW6F9CSohau51Iw,@carlosgranados9875,/@carlosgranados9875,2,1,1,,,,,
author::UCtMBF_1O2jY2INlb_luuB_A,author,UCtMBF_1O2jY2INlb_luuB_A,@mynorgudiel8646,/@mynorgudiel8646,1,1,1,,,,,
author::UCtNfIBnc5S5DbbQj_yxgJTw,author,UCtNfIBnc5S5DbbQj_yxgJTw,@JosueRamirez-ey3ih,/@JosueRamirez-ey3ih,1,1,1,,,,,
author::UCtNyHmRZtvGF2hSvI2dUBWw,author,UCtNyHmRZtvGF2hSvI2dUBWw,@aureliomaldonado4793,/@aureliomaldonado4793,2,1,1,,,,,
author::UCtUR3_CAiE7fCoZHM6cMfyQ,author,UCtUR3_CAiE7fCoZHM6cMfyQ,@mdelcid01,/@mdelcid01,1,1,1,,,,,
author::UCtiHFjFu7d5v2XxHnKFUYig,author,UCtiHFjFu7d5v2XxHnKFUYig,@Paul-gf7ec,/@Paul-gf7ec,1,1,1,,,,,
author::UCtowGNY2lnlg6O2CkwDgkLg,author,UCtowGNY2lnlg6O2CkwDgkLg,@taniagabrielacelis8434,/@taniagabrielacelis8434,1,1,1,,,,,
author::UCtsxPYw8VUsH_FfnKg-0lmw,author,UCtsxPYw8VUsH_FfnKg-0lmw,@AlejandroPérez-b6r,/@AlejandroP%C3%A9rez-b6r,1,1,1,,,,,
author::UCu8_3-Wg-YzNyvHYQDEscfw,author,UCu8_3-Wg-YzNyvHYQDEscfw,@RolandoCastroPérez-d7y,/@RolandoCastroP%C3%A9rez-d7y,1,1,1,,,,,
author::UCuP4UK33HKtJE_S39ksmaTw,author,UCuP4UK33HKtJE_S39ksmaTw,@herbertaguilar1387,/@herbertaguilar1387,1,1,1,,,,,
author::UCuXmOjxC-htcprLgeVXz6Tg,author,UCuXmOjxC-htcprLgeVXz6Tg,@jorgeaguilar-bq3uj,/@jorgeaguilar-bq3uj,1,1,1,,,,,
author::UCueV9cTyTDwgQSec1x2dYgA,author,UCueV9cTyTDwgQSec1x2dYgA,@fredydomingo7062,/@fredydomingo7062,1,1,1,,,,,
author::UCujPF2nBgsTD62nWE3lcpIg,author,UCujPF2nBgsTD62nWE3lcpIg,@victorarturoruanobautista7588,/@victorarturoruanobautista7588,1,1,1,,,,,
author::UCusjriFsDHEc2AOjqk-p5ig,author,UCusjriFsDHEc2AOjqk-p5ig,@pablobarrios7931,/@pablobarrios7931,1,1,1,,,,,
author::UCut6b9S98nv84cVX89PmKzA,author,UCut6b9S98nv84cVX89PmKzA,@yeniferaguirre4498,/@yeniferaguirre4498,2,1,1,,,,,
author::UCvApqeCbLod-wejtT4CcVuA,author,UCvApqeCbLod-wejtT4CcVuA,@davidgaher9550,/@davidgaher9550,1,1,1,,,,,
author::UCvDwJBBY1mHK70aTEYl6rsA,author,UCvDwJBBY1mHK70aTEYl6rsA,@cristianescobedo8296,/@cristianescobedo8296,1,1,1,,,,,
author::UCvcu1kR8xMYy_I1Ty-2mV2Q,author,UCvcu1kR8xMYy_I1Ty-2mV2Q,@hashojea7348,/@hashojea7348,4,3,1,,,,,
author::UCvl1tzQeBeGy6efPTRJXSCw,author,UCvl1tzQeBeGy6efPTRJXSCw,@RaulPerez-cw2vi,/@RaulPerez-cw2vi,1,1,1,,,,,
author::UCwCfs-2zbD5k0lG-UVg_JBw,author,UCwCfs-2zbD5k0lG-UVg_JBw,@JessicaHuaz-96,/@JessicaHuaz-96,1,1,1,,,,,
author::UCwEe1RKlEv1UpNWmWYfSh4w,author,UCwEe1RKlEv1UpNWmWYfSh4w,@marioramirez299,/@marioramirez299,1,1,1,,,,,
author::UCwO2SXr0ggzwg6QWWrr01nQ,author,UCwO2SXr0ggzwg6QWWrr01nQ,@ricardofigueroa5720,/@ricardofigueroa5720,1,1,1,,,,,
author::UCwUAv3_LpWVtTIi7lkmTL7A,author,UCwUAv3_LpWVtTIi7lkmTL7A,@kingr4706,/@kingr4706,1,1,1,,,,,
author::UCwW2OFy95P7ZBkOPxWkpvYg,author,UCwW2OFy95P7ZBkOPxWkpvYg,@TeresaLucero-b5o,/@TeresaLucero-b5o,2,1,1,,,,,
author::UCwgCc9Jd_gG-uLE_SY-FfPg,author,UCwgCc9Jd_gG-uLE_SY-FfPg,@armindapenados2841,/@armindapenados2841,1,1,1,,,,,
author::UCwha8rxULYMVtNwZWeSkE1A,author,UCwha8rxULYMVtNwZWeSkE1A,@mariasamo8637,/@mariasamo8637,1,1,1,,,,,
author::UCwjUvRseNtJoItylIyIez7Q,author,UCwjUvRseNtJoItylIyIez7Q,@Silviazea,/@Silviazea,1,1,1,,,,,
author::UCwxoKK59nGCeBqB2sXfDBIw,author,UCwxoKK59nGCeBqB2sXfDBIw,@vic-bonivideos,/@vic-bonivideos,1,1,1,,,,,
author::UCxKR3RA8T-kxMgq_2WWhRcQ,author,UCxKR3RA8T-kxMgq_2WWhRcQ,@elenaluarca9377,/@elenaluarca9377,1,1,1,,,,,
author::UCxcoDvP-g2_KTZDmVZtvb3w,author,UCxcoDvP-g2_KTZDmVZtvb3w,@angelmartinez9523,/@angelmartinez9523,1,1,1,,,,,
author::UCxff05WuyvwELNITi7bj7UA,author,UCxff05WuyvwELNITi7bj7UA,@markoherrera,/@markoherrera,1,1,1,,,,,
author::UCxhtlxPV8AYWaNNyU6S9H8Q,author,UCxhtlxPV8AYWaNNyU6S9H8Q,@WilR-s8r,/@WilR-s8r,1,1,1,,,,,
